meeting_id,venue,wg,topic
RAN1_119,"Orlando, US",RAN WG1,Candidate beams configuration for beam failure recovery
RAN1_119,"Orlando, USA",RAN WG1,LP-WUS operation in IDLE/INACTIVE mode
RAN1_117,"Fukuoka, Japan",RAN WG1,NR FeMIMO enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Design for Ambient IoT
RAN1_118,"Maastricht, NL",RAN WG1,CSI compression with AI/ML
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Feature Development
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Frame structure and timing aspects of Ambient IoT
RAN1_119,"Orlando, USA",RAN WG1,NR Mobility Enhancements Phase 4
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,CG RACH-less Handover Parameter Discussion
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.1: General aspects of physical layer design for Ambient IoT
RAN1_116b,"Changsha, China",RAN WG1,2-step RA for eRedCap
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for NR air interface
RAN1_116b,"Changsha, China",RAN WG1,Physical layer specifications discussion and CR approvals
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR & IoT Physical Layer Enhancements
RAN1_118b,"Hefei, China",RAN WG1,ML-based CSI Compression
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 NR Positioning Maintenance
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for air interface enhancements
RAN1_118b,"Hefei, China",RAN WG1,TDD UL/DL Configuration Enhancements
RAN1_118b,"Heifei, China",RAN WG1,Rel-19 NR enhancements
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.2 Frame structure and timing aspects for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 XR Phase 3 Enhancements
RAN1_118b,"Hefei, China",RAN1,Physical Layer Aspects of Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,Rel-19 NR MIMO Phase 5 CSI Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR Air Interface AI/ML Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR physical layer enhancements and corrections
RAN1_118b,"Hefei, China",RAN WG1,Channel modeling for ISAC
RAN1_119,"Orlando, US",RAN WG1,9.4.1.2 - Ambient IoT Device Architectures
RAN1_116,"Athens, Greece",RAN WG1,Type-1 codebook enhancements for MBS/unicast coexistence
RAN1_118,"Maastricht, NL",RAN WG1,NR MIMO evolution enhancements
RAN1_117,"Changsha, China",RAN WG1,Channel model enhancements for 7-24GHz
RAN1_116b,"Changsha, China",RAN WG1,Maintenance of Spatial and Power Domain Adaptation for R18 NES
RAN1_117,"Fukuoka, Japan",RAN WG1,UL capacity enhancements for IoT NTN
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Channel/Signal Aspects
RAN1_116,"Athens, Greece",RAN WG1,Agenda Item 9.10.1: XR Enhancements for NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-19 Ambient IoT
RAN1_118,"Maastricht, NL",RAN WG1,FR2-NTN specification enhancements
RAN1_117,"Changsha, China",RAN WG4,NR RF requirements for 6Rx UE configurations
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 Sidelink Maintenance
RAN1_119,"Orlando, FL, USA",RAN WG1,Agenda Item 5: UE capabilities for inter-frequency L1 measurements
RAN1_118b,"Hefei, China",RAN WG1,NR Pre-Rel18 maintenance discussions
RAN1_116,"Chicago, US",RAN WG2,NTN Self-Evaluation
RAN1_119,"Orlando, US",RAN WG4,
RAN1_118,"Maastricht, NL",RAN WG1,ISAC Channel Modeling
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 TEI Discussion
RAN1_117,"Fukuoka, Japan",RAN WG1,UCI multiplexing on Msg3 PUSCH
RAN1_119,"Orlando, US",RAN WG1,NR-NTN Phase 3 enhancements
RAN1_116,,RAN WG1,ISAC Deployment Scenarios
RAN1_116b,"Changsha, China",RAN WG1,IoT-NTN Uplink Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-18 NR Coverage Enhancements
RAN1_119,"Orlando, US",RAN WG1,SSB relation in On-demand SSB and SSB adaptation on SCell
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS and LP-SS Design Discussion
RAN1_118,"Maastricht, Netherlands",RAN WG1,AI/ML-based CSI prediction enhancements
RAN1_116b,"Athens, Greece",RAN2,Radio Interface Protocols
RAN1_118,"Maastricht, NL",RAN WG1,NR MIMO evolution for DL and UL
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN enhancements for RedCap/eRedCap
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ML based Beam Management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,ISAC Deployment Scenarios
RAN1_116,"Athens, Greece",TSG-RAN WG1,NR Physical Layer Specifications
RAN1_117,"Fukuoka, Japan",RAN WG1,NR Air Interface Specifications
RAN1_116b,"Changsha, China",RAN WG1,NR Positioning Maintenance
RAN1_116,,RAN WG1,Further NR Coverage Enhancements
RAN1_116b,"Changsha, China",RAN WG1,AI-enabled CSI Compression Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Satellite switch procedures in NTN
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,Physical layer procedures
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,NR Physical Layer Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Multi-Carrier Enhancements for NR
RAN1_116,"Athens, Greece",RAN WG1,NR Physical Layer Enhancements for IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 asymmetric DL sTRP/UL mTRP
RAN1_116,"Athens, Greece",RAN WG1,BWP Without Restriction Maintenance
RAN1_118,"Maastricht, NL",RAN WG1,5G NR Enhancements
RAN WG1 #118bis,"Hefei, China",RAN WG1,NR Enhancements for Release 18 and 19
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,CSI Compression with AI/ML
RAN1_118b,"Hefei, China",RAN WG1,5G NR and Beyond Physical Layer Development
RAN1_116,Greece,RAN WG1,Adaptation of common signal and channel transmissions
RAN1_119,"Orlando, US",RAN WG1,Evolution of NR duplex operation
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Protocol Development
RAN1_118b,"Hefei, China",RAN WG1,NR MIMO Evolution
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-19 NR enhancements
RAN1_116,"Athens, Greece",RAN WG1,Study on Solutions for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN Phase 3 Work Item Discussion
RAN1_118,"Maastricht, The Netherlands",RAN WG1,NR MIMO Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN uplink capacity enhancement
RAN1_118,"Maastricht, NL",RAN WG1,Ambient IoT Physical Layer Standardization
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 AI/ML Work Plan
RAN1_119,"Orlando, US",RAN WG1,Device architectures for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML-Based Positioning Enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR NTN Uplink Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Further NR Coverage Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN Uplink Capacity Enhancement
RAN1_116,"Athens, Greece",RAN WG1,NR NTN Phase 3 Work Plan
RAN1_118,"Maastricht, NL",RAN WG1,NR Duplex Evolution
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Specifications
RAN1_116b,"Changsha, China",RAN WG1,CSI feedback enhancement for AI/ML
RAN1_116,"Athens, Greece",RAN WG1,MIMO Evolution in Phase 5
RAN1_117,,RAN WG1,NR Rel-18 Specifications
RAN1_119,"Orlando, US",RAN WG1,Channel Model Enhancements for FR3
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 multi-carrier enhancement
RAN1_119,"Orlando, USA",RAN WG1,Ambient IoT Evaluation
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-18 Maintenance
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Enhancements for RedCap Devices
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Sidelink Positioning Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Adaptation of common signal/channel transmissions for NES
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.6.3: LP-WUS operation in connected mode
RAN1_116,"Athens, Greece",RAN WG1,Enhancements for asymmetric DL/UL TRP deployments
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML-based Beam Management
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN enhancements and corrections
RAN1_119,"Orlando, US",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation Assumptions
RAN1_116,"Athens, Greece",RAN WG1,Duplex Evolution
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR MIMO Enhancements (Phase 5)
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.4 - Ambient IoT carrier-wave characteristics
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Procedures
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Discussion on A-IoT channel/signal aspects (Agenda Item 9.4.2.3)
RAN1_118b,"Hefei, China",RAN WG1,NR specification enhancements
RAN1_117,"Fukuoka City, Japan",RAN WG1,5G-Advanced Physical Layer Development
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML-based CSI Prediction
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,Ambient IoT Physical Layer Design
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Adaptation of Common Signal Channel Transmissions
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Waveform characteristics of carrier-wave provided externally to the Ambient IoT device
RAN1_118b,"Hefei, China",RAN WG1,Physical layer procedures and configurations
RAN1_118,"Maastricht, Netherlands",RAN WG1,Channel model adaptation for 7-24 GHz
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR Physical Layer Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,HARQ-ACK skipping for multi-cell scheduling
RAN1_118,"Maastricht, NL",RAN WG1,Sidelink Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS Operation in Connected Mode
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Network Energy Savings enhancements for NR
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN Downlink Coverage Enhancement
RAN WG1 #118bis,"Hefei, China",RAN WG1,8.1 Maintenance on Rel-18 work items
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhanced Network Energy Savings for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer protocol development for 5G NR
RAN1_116b,"Changsha, China",RAN WG1,NR Physical Layer Agenda Items
RAN1_117,"Fukuoka, Japan",RAN WG1,NR UE power saving enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,3GPP TSG RAN Meeting
RAN1_119,"Orlando, US",RAN WG1,NR MIMO Phase 5 enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Sidelink Evolution
RAN1_116,"Athens, Greece",RAN WG1,NR-NTN Downlink Coverage Enhancements
RAN1_116,"Athens, Greece",RAN WG1,UE initiated beam management
RAN1_117,"Fukuoka, Japan",RAN WG1,9.11.1: Downlink Coverage Enhancements for NR NTN
RAN1_116b,"Changsha, China",RAN WG1,Physical layer specifications discussion
RAN1_116,"Athens, Greece",RAN WG1,3GPP TSG RAN WG1 meeting covering channel modeling enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT device architectures
RAN1_119,"Orlando, US",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,IoT-NTN UL Capacity Enhancement
RAN1_118,"Maastricht, Netherlands",RAN1,On-demand SSB for SCell operation
RAN1_119,"Orlando, US",RAN WG1,Agenda Item 5: AI/ML Functionality in Beam Management
RAN1_119,"Orlando, United States of America",RAN WG1,NR Physical Layer Enhancements
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for CSI compression
RAN1_119,"Orlando, US",RAN WG1,3GPP NR Physical Layer Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Physical Layer Enhancements for XR
RAN1_119,"Orlando, Florida, USA",RAN WG1,NR Physical Layer Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Agenda Item 9.4.1.1: Evaluations for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,AI/ML for NR Positioning Enhancements
RAN1_119,"Orlando, USA",RAN WG1,3GPP TSG-RAN WG1 Meeting
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 Network Energy Savings (NES)
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Standardization
RAN1_118b,"Hefei, China",RAN WG1,Enhancement to support on-demand SIB1
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SL positioning reference signal
RAN1_116b,"Changsha, China",RAN WG1,AI/ML for NR Air Interface
RAN1_116,"Athens, Greece",RAN WG1,3GPP TSG RAN WG1 meeting covering physical layer specifications
RAN1_116,"Athens, Greece",RAN WG1,UE features for dedicated spectrum less than 5MHz
RAN1_118,"Maastricht, NL",RAN WG1,3GPP TS 38.214 Maintenance
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 MBS Maintenance
RAN1_119,"Orlando, USA",RAN WG1,Rel-19 MIMO Enhancements
RAN1_119,"Orlando, US",RAN WG1,Channel model enhancements for 7-24 GHz
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS operation in RRC_IDLE/INACTIVE modes
RAN1_118,"Maastricht, Netherlands",RAN WG1,9.1.3.1: AI/ML for CSI Prediction
RAN1_118,"Maastricht, NL",RAN WG1,NR MBS enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR_MC_Enh-Core (Multi-Carrier Enhancements)
RAN1_118,"Maastricht, NL",RAN WG1,Frame structure and physical layer procedures for Ambient IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",TSG-RAN WG1,NR NTN Enhancements
RAN1_119,"Orlando, USA",RAN WG1,NR FR1 carrier bandwidth configurations
RAN1_117,"Fukuoka, Japan",RAN WG1,Agenda Item 9.6.1: LP-WUS/WUR Design
RAN1_118b,"Hefei, China",RAN WG1,9.11.2 Support of RedCap/eRedCap UEs in NTN
RAN1_119,"Orlando, USA",RAN WG1,NR-NTN downlink coverage enhancements
RAN1_116b,"Athens, Greece",RAN4,Measurement Reporting Standards
RAN1_118,,RAN WG1,UL enhancement through asymmetric DL and UL
RAN1_119,"Orlando, US",RAN WG1,Multi-Carrier Enhancements for NR Phase 2
RAN1_116b,"Changsha, China",RAN WG1,5
RAN1_118b,"Hefei, China",RAN WG1,Physical layer specifications for NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Duplex Evolution - SBFD Procedures
RAN WG1 #118bis,"Hefei, China",RAN WG1,Rel-18/Rel-19 Standardization
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer agenda items for 5G NR
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML for Beam Management
RAN1_117,"Fukuoka, Japan",RAN WG1,Support of RedCap and eRedCap UEs with NR NTN operating in FR1-NTN bands
RAN1_116,"Athens, Greece",RAN WG1,SL-U RSSI measurement configuration
RAN1_116,"Athens, Greece",RAN WG1,Radio Access Network Standards Development
RAN1_119,"Orlando, Florida, US",RAN WG1,NR Duplex Evolution
RAN1_117,"Fukuoka, Japan",RAN WG1,TPC accumulation for SRS in NR FeMIMO
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical Layer Enhancements for Small Data Transmission
RAN1_118,"Maastricht, NL",RAN WG1,Downlink and uplink channel/signal aspects for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UE features for TEIs (Agenda 8.5.2)
RAN1_118,"Maastricht, NL",RAN WG1,LP-WUS Operation in IDLE/INACTIVE Mode
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,TEI
RAN1_117,"Fukuoka, Japan",RAN WG1,NTN IoT Phase 3 Enhancements
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 5: RAN1 Parameter List Discussion
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,Adaptation of common signalling for NES
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Expanded and Improved Positioning
RAN1_118,"Maastricht, NL",RAN WG1,Physical Layer Agenda
RAN1_116b,"Changsha, Hunan Province, China",RAN1,Parallel Transmission Capability in NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Coverage Enhancement
RAN1_118,"Maastricht, NL",RAN WG1,NR NTN Phase 3 Core Specifications
RAN1_119,"Orlando, US",RAN WG1,Discussion on LS on SSB relation in On-demand SSB and SSB adaptation
RAN1_118b,"Hefei, China",RAN WG1,Power offset for spatial domain adaptation in Rel-18 NES
RAN1_118b,"Hefei, China",RAN WG1,Ambient IoT Channel/Signal Design
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,SRS Bandwidth Aggregation Corrections
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,LP-WUS Operation in Connected Modes
RAN1_116b,"Changsha, China",RAN WG1,Physical layer procedures discussion
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Ambient IoT Architecture Study
RAN WG1 #119,"Orlando, US",RAN WG1,Maintenance on Rel-18 work items – Multi-Carrier
RAN1_117,"Fukuoka city, Fukuoka",RAN WG1,NR_mob_enh2-Core Work Item Discussions
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 NR enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based Positioning Data Collection
RAN1_116b,"Changsha, China",RAN WG1,NR Sidelink enhancements for Release 18
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,CSI enhancements for Rel-19 MIMO
RAN1_119,"Orlando, US",RAN WG1,Single DCI Multi-cell Scheduling
RAN1_118,"Maastricht, Netherlands",RAN WG1,Rel-18 UE features development
RAN1_118b,"Hefei, CN",RAN WG1,Evolution of NR Duplex Operation
RAN1_116b,"Changsha, China",RAN WG1,Duplex Evolution and Interference Handling
RAN1_118,"Maastricht, NL",RAN WG1,Channel model enhancements for 7-24GHz
RAN1_116,"Athens, Greece",RAN WG1,Multi-cell scheduling by single DCI enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-18 Work Item Maintenance
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR MIMO Phase 5 Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Ambient-IoT Device Architectures
RAN1_118,"Maastricht, NL",RAN WG1,Uplink Transmission Mechanisms
RAN1_116b,"Changsha, China",RAN WG1,Physical Layer Enhancements for NR Rel-18
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 Enhancements of Network Energy Savings
RAN1_118b,"Hefei, Anhui Province, China",RAN WG1,AI/ML in NR Air Interface
RAN1_118b,"Hefei, China",RAN WG1,Clarification on first CG PUSCH and SPS PDSCH handling
RAN1_118b,"Hefei, China",RAN WG1,UE-initiated/event-driven beam management
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 XR enhancements
RAN1_119,"Orlando, US",TSG-RAN WG1,NR Layer 1 Enhancements for URLLC
RAN1_119,"Orlando, US",RAN WG1,3-antenna-port uplink transmissions
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-19 Ambient IoT Physical Layer Design
RAN1_117,"Fukuoka City, Japan",RAN WG1,NR-NTN UL Enhancement
RAN1_118,"Maastricht, Netherlands",RAN WG1,Frame Structure and Timing Aspects of A-IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR Duplex Evolution and CLI Handling
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Channel Model Adaptation and Extension for 7-24 GHz
RAN1_118,"Maastricht, The Netherlands",RAN WG1,NR NTN Enhancements
RAN1_119,"Orlando, FL, USA",RAN WG1,Physical layer specifications for NR
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,Rel-18 NR Features
RAN1_118,,RAN WG1,UCI Multiplexing on Configured Grant PUSCH
RAN1_116b,,RAN WG1,Sidelink Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,9.5.3 - Network Energy Saving Enhancements
RAN1_116b,"Changsha, China",RAN WG1,9.4.2.4 - Physical layer aspects of Ambient IoT
RAN1_116,"Chicago, US",RAN WG4,Radio performance and protocol aspects
RAN1_118b,"Hefei, China",RAN WG1,Enhancements for XR in NR
RAN1_116b,"Changsha, China",RAN WG1,9.4.2.1 - Physical layer design for Ambient IoT
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR-NTN Phase 3 enhancements
RAN1_118,"Maastricht, NL",RAN WG1,UE procedure for applying transform precoding on PUSCH
RAN WG1 #118bis,Online/Offline Hybrid,RAN WG1,5G-Advanced RAN1 Specifications
RAN1_119,"Orlando, USA",RAN WG1,Multi-carrier enhancements Phase 2
RAN1_118,"Maastricht, NL",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,Collision handling for positioning SRS in TDD
RAN1_117,"Fukuoka, Japan",RAN WG1,Codebook enhancements for UL transmission
RAN1_116b,"Changsha, China",RAN WG1,NR DL and UL Carrier Phase Positioning
RAN1_118b,"Hefei, China",RAN WG1,Channel Model Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Downlink Coverage Enhancements
RAN1_116b,"Changsha, China",RAN WG1,MIMO Evolution for DL and UL
RAN1_118,"Maastricht, NL",RAN WG1,LP-WUS Operation in Connected Mode
RAN1_117,"Fukuoka, Japan",RAN WG1,5G NR Physical Layer Specifications
RAN1_116,"Athens, Greece",RAN WG1,Rel-17 NR RedCap Agreements
RAN1_116,"Athens, Greece",RAN WG1,Physical layer design for Ambient IoT
RAN1_116b,"Changsha, China",RAN WG1,Agenda Item 9.4.2.2 - Ambient IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical Layer Standardization
RAN1_118,"Maastricht, The Netherlands",RAN WG1,Ambient IoT Requirements Discussion
RAN1_117,"Fukuoka, Japan",RAN WG1,NR MIMO Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Waveform characteristics for A-IoT carrier waves
RAN1_118b,"Hefei, China",RAN WG1,Channel Modeling Enhancements for 7-24 GHz
RAN1_118,"Maastricht, Netherlands",RAN WG1,Rel-18 NR Protocol Maintenance
RAN1_118,"Maastricht, Netherlands",RAN WG1,Evolution of NR duplex operation
3GPP TSG RAN WG1 #119,"Orlando, US",RAN WG1,5G NR Evolution
RAN1_116b,"Changsha, China",RAN WG1,Waveform characteristics for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,Ambient IoT Device Architectures
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR UE Features
RAN1_118b,"Hefei, China",RAN WG1,Sidelink Enhancements and CA Operation
RAN1_119,"Orlando, USA",RAN WG1,7-24GHz Channel Model Validation
RAN1_118b,"Hefei, China",RAN1,NR NTN Enhancements
RAN1_116,"Athens, Greece",RAN WG1,Further UE complexity reduction for eRedCap
RAN1_118,"Maastricht, Netherlands",RAN WG1,Measurements for LTM
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 A-IoT Evaluation Assumptions
RAN1_119,"Orlando, USA",RAN WG1,NR-NTN Phase 3 enhancements
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.2 - Ambient IoT Physical Layer Aspects
RAN1_117,"Fukuoka, Japan",RAN WG1,Agenda Item 8.1: Discussion on pathloss RS in LTM TCI state
RAN1_119,"Orlando, US",RAN WG1,Rel-19 ISAC Deployment Scenarios
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Beam Management Enhancements
RAN1_118b,"Hefei, China",RAN WG1,A-IoT Physical Layer Design
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based CSI compression techniques
RAN1_116,"Athens, Greece",RAN WG1,8.3: Maintenance of Expanded and Improved NR Positioning
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN Downlink Coverage Enhancement
RAN1_116,"Athens, Greece",RAN WG1,Clarifying ambiguities with type 2 CG-PUSCH
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Radio interface physical layer specifications
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT Frame Structure Discussion
RAN1_116,"Athens, Greece",RAN WG1,NR Air Interface: AI/ML enhancements
RAN1_118b,"Hefei, China",RAN WG1,Physical Layer Specifications for NR
RAN1_117,"Fukuoka, Japan",RAN WG1,Antenna Switching SRS for 6Rx UE
RAN1_117,"Fukuoka, Japan",RAN WG1,NR physical layer enhancements and multi-TRP operation
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancements to enable Tx/Rx for XR during RRM measurements
RAN1_118,,TSG-RAN WG1,NR Physical Layer Specifications Maintenance
RAN1_119,"Orlando, FL, USA",RAN WG1,Channel Model Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 LP-WUS standardization
RAN1_118,"Maastricht, Netherlands",RAN WG1,Agenda 9.4.2.4: Study on solutions for Ambient IoT in NR
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 Network Energy Savings Workplan
RAN1_118b,"Hefei, China",RAN WG1,DCI format 1_3 enhancements for HARQ-ACK codebook
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,LP-WUS Procedures and RRM Relaxation
RAN1_118,"Maastricht, Netherlands",TSG-RAN WG1,Rel-18 NR UE Features
RAN1_119,"Orlando, USA",RAN WG1,Evolution of NR duplex operation
RAN1_116,"Athens, Greece",RAN WG1,NR XR Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Rel-19 3-antenna-port codebook enhancements
RAN1_116b,"Changsha, China",RAN WG1,Physical layer enhancements
RAN1_118,"Maastricht, NL",TSG-RAN WG1,NR Physical Layer Specifications
RAN WG1 #118bis,"Hefei, China",RAN WG1,Pre-Rel-18 NR maintenance
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Physical layer specifications discussion
RAN1_119,"Hefei, China",RAN WG1,Channel Modeling for ISAC
RAN1_116b,"Changsha, China",RAN WG1,Agenda 7.1: SRS transmission occasion and power scaling
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 LTE UE Features Finalization
RAN1_116,"Athens, Greece",RAN WG1,Enhancements for UE-initiated beam management
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR MIMO Phase 5 enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN1,Rel-18 Work Item Finalization
RAN1_119,"Orlando, US, November 18th – 22nd, 2024",RAN WG1,AI/ML for NR air interface
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 asymmetric DL sTRP/UL mTRP scenarios
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for NR Air Interface - Beam Management Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG2,Radio interface protocol aspects
RAN1_118,"Maastricht, NL",RAN WG1,9.11.4: IOT-NTN Uplink Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Maintenance on low power and high accuracy positioning
